onset	duration	BlockNum	BlockTrialNum	MotionReward	ColorReward	SignedMotionCohRight	SignedColorCohRight	Choice_isRight	RT	isMissedTrial
0.531242609	3	10	1	0.1	0.2	-2	-3	0	2.13365957	0
6.429261141	3	10	2	0.1	0.2	-3	-4	0	0.884324426	0
11.9306518	3	10	3	0.1	0.2	2	2	1	1.234161495	0
18.22518638	3	10	4	0.1	0.2	-1	-2	0	1.91726404	0
24.92292135	3	10	5	0.1	0.2	-4	1	0	2.148515059	0
29.62133612	3	10	6	0.1	0.2	1	-1	0	1.084203268	0
38.7515173	3	10	7	0.1	0.2	3	-4	0	1.900605447	0
49.43565083	3	10	8	0.1	0.2	2	-1	1	2.38381163	0
57.32851844	3	10	9	0.1	0.2	-2	2	1	2.033867621	0
64.42616646	3	10	10	0.1	0.2	2	1	1	2.081062151	0
72.75654929	3	10	11	0.1	0.2	-3	-1	0	1.967291623	0
77.8548445	3	10	12	0.1	0.2	4	3	1	1.317467206	0
86.93506402	3	10	13	0.1	0.2	-2	-3	0	1.783912129	0
97.23168543	3	10	14	0.1	0.2	-1	-2	1	2.550369453	0
103.12955	3	10	15	0.1	0.2	3	3	1	1.346886411	0
112.6263558	3	10	16	0.1	0.2	-2	-4	0	2.083480613	0
122.1563998	3	10	17	0.1	0.2	3	-1	0	2.467010759	0
132.0363011	3	10	18	0.1	0.2	2	3	1	0.934153789	0
139.5337677	3	10	19	0.1	0.2	4	-3	1	1.650669368	0
148.2309325	3	10	20	0.1	0.2	-4	-2	0	1.53408182	0
156.5279525	3	10	21	0.1	0.2	4	1	1	1.633820618	0
166.8411463	3	10	22	0.1	0.2	2	4	1	2.383684994	0
171.9393881	3	10	23	0.1	0.2	-3	1	0	1.284141237	0
177.0376272	3	10	24	0.1	0.2	1	-1	0	1.61738461	0
184.5350622	3	10	25	0.1	0.2	-2	-4	0	2.433724179	0
189.2334513	3	10	26	0.1	0.2	-3	-2	0	1.534125564	0
199.1300764	3	10	27	0.1	0.2	-4	4	1	2.666113182	0
207.8440992	3	10	28	0.1	0.2	3	-4	0	1.034260057	0
214.9413623	3	10	29	0.1	0.2	4	1	1	1.800717174	0
225.2378282	3	10	30	0.1	0.2	-1	4	1	2.267195311	0
233.1351193	3	10	31	0.1	0.2	-3	2	0	2.780506649	0
239.832808	3	10	32	0.1	0.2	1	1	1	1.516821908	0
249.3467886	3	10	33	0.1	0.2	-4	2	0	2.400525213	0
260.0425577	3	10	34	0.1	0.2	3	-3	0	1.900631554	0
267.1402587	3	10	35	0.1	0.2	4	4	1	1.284200532	0
274.63761	3	10	36	0.1	0.2	4	-4	1	n/a	1
283.7344859	3	10	37	0.1	0.2	-2	-2	0	1.033541874	0
288.4661896	3	10	38	0.1	0.2	-4	2	0	1.200940189	0
297.1467839	3	10	39	0.1	0.2	-1	4	1	1.267391804	0
302.6490375	3	10	40	0.1	0.2	-1	3	1	1.650696425	0
313.3577055	3	10	41	0.1	0.2	-3	-3	0	0.917589757	0
320.0387586	3	10	42	0.1	0.2	3	-2	0	1.100057441	0
327.9693527	3	10	43	0.1	0.2	1	2	1	1.617430005	0
333.8506946	3	10	44	0.1	0.2	-1	3	1	1.38414963	0
339.3487904	3	10	45	0.1	0.2	-1	4	0	1.334164094	0
345.6466559	3	10	46	0.1	0.2	2	1	1	1.734026629	0
355.5433596	3	10	47	0.1	0.2	1	3	1	2.083931534	0
363.840416	3	10	48	0.1	0.2	4	-3	0	1.383228669	0
