onset	duration	BlockNum	BlockTrialNum	MotionReward	ColorReward	SignedMotionCohRight	SignedColorCohRight	Choice_isRight	RT	isMissedTrial
0.531212885	3	11	1	0.2	0.1	-2	3	0	1.316783962	0
9.632587378	3	11	2	0.2	0.1	4	2	1	1.100274349	0
16.32587494	3	11	3	0.2	0.1	1	3	1	1.383585877	0
23.82324326	3	11	4	0.2	0.1	3	4	1	1.597501633	0
32.12044833	3	11	5	0.2	0.1	3	2	1	1.016319826	0
39.23522878	3	11	6	0.2	0.1	-4	1	0	1.41688224	0
47.53184331	3	11	7	0.2	0.1	-1	-4	0	1.400232148	0
57.02862929	3	11	8	0.2	0.1	-4	-3	0	1.033682074	0
63.74292195	3	11	9	0.2	0.1	3	3	1	1.217015232	0
74.45598359	3	11	10	0.2	0.1	-3	3	0	1.133680874	0
79.15434584	3	11	11	0.2	0.1	-1	-1	0	1.783379913	0
89.03427159	3	11	12	0.2	0.1	1	-4	0	2.049941357	0
99.3307876	3	11	13	0.2	0.1	-2	-4	0	1.65008834	0
109.2274012	3	11	14	0.2	0.1	2	-4	1	1.564356981	0
115.1254498	3	11	15	0.2	0.1	-2	-1	0	2.449074081	0
122.2402958	3	11	16	0.2	0.1	-3	2	0	1.483523644	0
130.1369046	3	11	17	0.2	0.1	-2	3	1	1.266916281	0
136.4381959	3	11	18	0.2	0.1	-2	-2	0	1.666711422	0
142.7326861	3	11	19	0.2	0.1	4	-4	1	2.216565547	0
151.4296494	3	11	20	0.2	0.1	1	-2	1	1.414847673	0
157.7608078	3	11	21	0.2	0.1	-4	-3	0	1.316891464	0
167.2409704	3	11	22	0.2	0.1	3	-1	1	1.51683991	0
174.7428374	3	11	23	0.2	0.1	-4	-1	0	1.516759106	0
183.8352291	3	11	24	0.2	0.1	-4	2	0	2.199856899	0
190.5329925	3	11	25	0.2	0.1	2	2	0	2.979837443	0
200.4628512	3	11	26	0.2	0.1	2	-3	1	1.250298963	0
207.9436569	3	11	27	0.2	0.1	-1	3	0	1.483541229	0
215.0413093	3	11	28	0.2	0.1	3	-3	1	1.333456776	0
225.7375984	3	11	29	0.2	0.1	3	-1	1	1.28354604	0
235.2343276	3	11	30	0.2	0.1	-1	-4	0	2.015128349	0
240.7657852	3	11	31	0.2	0.1	-4	-4	0	1.200243692	0
251.045658	3	11	32	0.2	0.1	-2	-1	0	1.500180734	0
256.1438677	3	11	33	0.2	0.1	1	-1	1	1.983283553	0
266.4403144	3	11	34	0.2	0.1	3	-4	1	1.167030288	0
271.1387414	3	11	35	0.2	0.1	3	1	0	2.366554329	0
276.6368707	3	11	36	0.2	0.1	-4	4	0	1.349053434	0
285.3672498	3	11	37	0.2	0.1	2	-4	1	1.267010501	0
290.0489038	3	11	38	0.2	0.1	1	3	1	1.350192891	0
297.9462865	3	11	39	0.2	0.1	4	-3	1	1.083653296	0
303.0445263	3	11	40	0.2	0.1	1	1	0	2.183271561	0
313.7408141	3	11	41	0.2	0.1	-3	4	1	1.447049251	0
322.837732	3	11	42	0.2	0.1	-2	-2	0	1.816196778	0
328.769101	3	11	43	0.2	0.1	2	1	1	1.233637681	0
334.2505797	3	11	44	0.2	0.1	-4	-1	0	1.100242808	0
340.1485241	3	11	45	0.2	0.1	-1	2	0	1.333569432	0
348.0458477	3	11	46	0.2	0.1	-4	2	0	1.083519203	0
353.144007	3	11	47	0.2	0.1	-1	-2	0	1.566752282	0
361.8410658	3	11	48	0.2	0.1	-3	2	1	2.099092477	0
