onset	duration	BlockNum	BlockTrialNum	MotionReward	ColorReward	SignedMotionCohRight	SignedColorCohRight	Choice_isRight	RT	isMissedTrial
0.531393569	3	9	1	0.2	0.1	-3	2	0	2.616373993	0
5.629643059	3	9	2	0.2	0.1	4	-1	1	1.017029663	0
12.33134644	3	9	3	0.2	0.1	-3	-3	0	1.100196085	0
18.62517106	3	9	4	0.2	0.1	3	2	1	0.900249159	0
25.72276644	3	9	5	0.2	0.1	1	4	0	2.981171412	0
36.0525784	3	9	6	0.2	0.1	-4	-2	0	1.100222249	0
43.13350001	3	9	7	0.2	0.1	-2	4	1	1.21687476	0
53.82986367	3	9	8	0.2	0.1	2	-1	1	1.666794637	0
61.34391027	3	9	9	0.2	0.1	3	1	1	1.100320915	0
67.62511136	3	9	10	0.2	0.1	2	2	1	2.031447995	0
73.123224	3	9	11	0.2	0.1	-4	-4	0	1.849084449	0
83.03651146	3	9	12	0.2	0.1	-3	1	0	1.466756577	0
89.33439952	3	9	13	0.2	0.1	-2	1	0	1.650036516	0
100.0307405	3	9	14	0.2	0.1	1	3	1	2.866433032	0
104.7291366	3	9	15	0.2	0.1	-4	-3	0	1.250334643	0
111.8266958	3	9	16	0.2	0.1	4	4	1	1.166110854	0
120.9568809	3	9	17	0.2	0.1	-3	3	0	2.299812393	0
131.2367469	3	9	18	0.2	0.1	2	3	1	1.666660258	0
139.1386723	3	9	19	0.2	0.1	3	-4	1	1.433491928	0
147.0312671	3	9	20	0.2	0.1	4	2	1	1.812989869	0
155.3285308	3	9	21	0.2	0.1	3	-3	1	2.897869751	0
163.6589709	3	9	22	0.2	0.1	-3	4	0	1.716661145	0
168.7405737	3	9	23	0.2	0.1	1	2	1	n/a	1
177.4421446	3	9	24	0.2	0.1	-4	4	0	1.900044498	0
187.7341125	3	9	25	0.2	0.1	-1	-4	1	n/a	1
198.4304671	3	9	26	0.2	0.1	2	-4	0	2.44943513	0
204.3616994	3	9	27	0.2	0.1	1	-3	1	1.883365629	0
213.841817	3	9	28	0.2	0.1	-2	-3	1	2.982947212	0
222.1428767	3	9	29	0.2	0.1	-2	2	0	2.699685865	0
228.0371806	3	9	30	0.2	0.1	4	-3	1	1.29579233	0
237.1338295	3	9	31	0.2	0.1	4	3	1	1.56595094	0
246.6639011	3	9	32	0.2	0.1	1	-4	1	n/a	1
256.5439279	3	9	33	0.2	0.1	-1	2	0	2.633017748	0
266.0406316	3	9	34	0.2	0.1	-2	-3	0	1.91670594	0
273.9381612	3	9	35	0.2	0.1	3	1	0	2.633058214	0
282.6349968	3	9	36	0.2	0.1	2	4	1	1.166542711	0
291.7487621	3	9	37	0.2	0.1	1	-1	1	2.733097546	0
298.4462861	3	9	38	0.2	0.1	-3	-2	0	1.983254432	0
303.1446362	3	9	39	0.2	0.1	4	1	1	2.983045261	0
307.8429898	3	9	40	0.2	0.1	-4	1	0	1.28349126	0
313.3411343	3	9	41	0.2	0.1	4	2	1	1.495972362	0
318.8392885	3	9	42	0.2	0.1	1	-1	1	n/a	1
328.7691857	3	9	43	0.2	0.1	1	2	1	2.84972433	0
335.4503136	3	9	44	0.2	0.1	1	-1	1	1.883292522	0
342.9515678	3	9	45	0.2	0.1	-3	-4	0	2.216513763	0
348.8478454	3	9	46	0.2	0.1	-2	2	0	2.166606157	0
356.3431058	3	9	47	0.2	0.1	1	-3	0	2.613356706	0
365.0734105	3	9	48	0.2	0.1	2	1	0	2.466557519	0
