onset	duration	BlockNum	BlockTrialNum	MotionReward	ColorReward	SignedMotionCohRight	SignedColorCohRight	Choice_isRight	RT	isMissedTrial
0.531387303	3	12	1	0.2	0.1	3	4	1	1.584068537	0
7.233859585	3	12	2	0.2	0.1	3	3	1	1.967310384	0
11.92749243	3	12	3	0.2	0.1	4	-3	1	1.367589041	0
17.82561596	3	12	4	0.2	0.1	4	2	1	1.234369765	0
26.52250469	3	12	5	0.2	0.1	-1	1	1	2.448923834	0
34.45308541	3	12	6	0.2	0.1	3	2	1	1.467523036	0
42.73366722	3	12	7	0.2	0.1	-4	1	0	1.117688659	0
52.6302315	3	12	8	0.2	0.1	2	1	1	2.267180819	0
60.92756287	3	12	9	0.2	0.1	3	1	1	2.483841232	0
68.02493822	3	12	10	0.2	0.1	1	-4	1	1.932160353	0
77.55505934	3	12	11	0.2	0.1	2	-2	1	2.783828854	0
84.23614121	3	12	12	0.2	0.1	-4	-3	0	1.134346594	0
89.73419688	3	12	13	0.2	0.1	3	2	1	2.017357924	0
96.0320815	3	12	14	0.2	0.1	1	-1	1	1.634103151	0
106.7283975	3	12	15	0.2	0.1	-3	-2	0	1.281179497	0
113.0262603	3	12	16	0.2	0.1	3	-4	1	1.533772327	0
123.3395183	3	12	17	0.2	0.1	-1	1	0	1.617486698	0
133.6358441	3	12	18	0.2	0.1	-4	-2	0	1.03432969	0
143.1327772	3	12	19	0.2	0.1	-1	-2	0	1.267589256	0
152.2295418	3	12	20	0.2	0.1	-4	4	0	0.967013033	0
156.9612714	3	12	21	0.2	0.1	2	4	0	2.317240224	0
166.8411878	3	12	22	0.2	0.1	-4	1	0	1.050971944	0
175.5430115	3	12	23	0.2	0.1	1	-3	1	2.517107872	0
183.0356219	3	12	24	0.2	0.1	2	3	0	1.734161228	0
188.1338738	3	12	25	0.2	0.1	4	-2	1	2.733810022	0
194.0318523	3	12	26	0.2	0.1	4	3	1	1.833796482	0
199.1635075	3	12	27	0.2	0.1	-4	1	0	1.500836229	0
204.2451045	3	12	28	0.2	0.1	-3	4	0	1.234211251	0
213.3467142	3	12	29	0.2	0.1	-2	-1	0	1.717511345	0
218.8428906	3	12	30	0.2	0.1	2	-4	1	2.983695117	0
225.5544443	3	12	31	0.2	0.1	-3	-3	0	1.800754578	0
235.8342648	3	12	32	0.2	0.1	2	-4	1	2.216180952	0
242.1654891	3	12	33	0.2	0.1	-4	-4	0	1.667464036	0
251.2456542	3	12	34	0.2	0.1	-4	-4	0	0.967699216	0
259.5473615	3	12	35	0.2	0.1	2	-2	1	2.167331244	0
267.0569819	3	12	36	0.2	0.1	-1	2	0	1.700848829	0
275.7372892	3	12	37	0.2	0.1	1	-2	1	1.983427007	0
282.8681837	3	12	38	0.2	0.1	-2	-1	0	0.917781017	0
290.7488803	3	12	39	0.2	0.1	-2	-3	0	1.184095713	0
301.4451812	3	12	40	0.2	0.1	1	3	0	2.56720962	0
307.343337	3	12	41	0.2	0.1	2	2	1	2.41297921	0
314.4406926	3	12	42	0.2	0.1	3	3	1	n/a	1
322.3713527	3	12	43	0.2	0.1	-1	-4	1	1.800681728	0
327.0531995	3	12	44	0.2	0.1	-1	4	1	2.333879924	0
337.753643	3	12	45	0.2	0.1	3	-1	1	1.417606074	0
347.6626851	3	12	46	0.2	0.1	2	-3	1	1.950697875	0
355.1435208	3	12	47	0.2	0.1	-3	-1	0	1.299225706	0
360.6749237	3	12	48	0.2	0.1	1	3	0	1.917391423	0
